STATIONS_ID,MESS_DATUM,MESS_DATUM_BEGINN,MESS_DATUM_ENDE,QN_4,MO_N.Bedeckungsgrad,MO_TT.Lufttemperatur,MO_TX.Lufttemperatur_Max,MO_TN.Lufttemperatur_Min,MO_FK.Windstaerke,MX_TX.Lufttemperatur_AbsMax,MX_FX.Windspitze,MX_TN.Lufttemperatur_AbsMin,MO_SD_S.Sonnenscheindauer,QN_6,MO_RR.Niederschlagshoehe,MX_RS.Niederschlagshoehe_Max,eor
1580,1884-07-15T00:00:00Z,18840701,18840731,1,3.9,20.23,27.29,13.95,,35.2,,7.2,,1,49.5,12,eor
1580,1884-08-15T00:00:00Z,18840801,18840831,1,3.88,18.95,25.55,12.61,,34.4,,5.6,,1,46.5,9.9,eor
1580,1884-09-15T00:00:00Z,18840901,18840930,1,3.6,15.49,22.06,9.4,,28.7,,4.7,,1,16.7,5.3,eor
1580,1884-10-15T00:00:00Z,18841001,18841031,1,5.84,9.41,13,6.08,,22.6,,0.4,,1,46.2,11,eor
1580,1884-11-15T00:00:00Z,18841101,18841130,1,5.09,3.68,6.62,1.03,1.61,15.9,,-8.4,,1,7.9,2.1,eor
1580,1884-12-15T00:00:00Z,18841201,18841231,1,7.11,3.65,5.08,1.73,2.19,11.7,,-8,,1,71.7,23.3,eor
1580,1885-01-15T00:00:00Z,18850101,18850131,1,4.54,-0.43,2.33,-3.79,1.39,9.6,,-11.2,,1,18.5,6,eor
1580,1885-02-15T00:00:00Z,18850201,18850228,1,6.1,4.72,8.03,1.09,1.49,15.5,,-3.5,,1,43.3,14.9,eor
1580,1885-03-15T00:00:00Z,18850301,18850331,1,4.36,4.47,9.27,0,1.93,16.2,,-5.1,,1,39.3,16,eor
1580,1885-04-15T00:00:00Z,18850401,18850430,1,4.14,10.75,17.04,5.48,1.9,25.5,,-0.6,,1,57.4,20.2,eor
1580,1885-05-15T00:00:00Z,18850501,18850531,1,5.17,10.87,16.56,6.04,2,30,,0.6,,1,50.2,19.1,eor
1580,1885-06-15T00:00:00Z,18850601,18850630,1,2.99,18.06,24.99,12.02,1.77,31.8,,5,,1,61.9,26.2,eor
1580,1885-07-15T00:00:00Z,18850701,18850731,1,3.52,18.52,25.01,13.27,1.69,31.7,,8.7,,1,68,36.5,eor
1580,1885-08-15T00:00:00Z,18850801,18850831,1,4,16.12,23.05,10.89,1.68,30,,5.9,,1,39.7,14.4,eor
1580,1885-09-15T00:00:00Z,18850901,18850930,1,5.07,13.71,19.69,9.66,1.37,28.6,,2.8,,1,64.3,8,eor
1580,1885-10-15T00:00:00Z,18851001,18851031,1,5.99,8.25,12.15,4.86,1.85,20.5,,-0.7,,1,78.4,16.8,eor
1580,1885-11-15T00:00:00Z,18851101,18851130,1,5.74,4.78,7.41,1.96,1.63,16.1,,-5.6,,1,37.2,7.1,eor
1580,1885-12-15T00:00:00Z,18851201,18851231,1,6.35,0.67,3.32,-2.27,1.65,15.6,,-15.6,,1,28.3,11.7,eor
1580,1886-01-15T00:00:00Z,18860101,18860131,1,7.23,0.73,3.06,-2.04,1.94,8.6,,-11.8,,1,45.4,10.3,eor
1580,1886-02-15T00:00:00Z,18860201,18860228,1,4.87,-0.5,2.99,-3.2,1.8,6.4,,-7.8,,1,5.4,2.3,eor
1580,1886-03-15T00:00:00Z,18860301,18860331,1,4.12,2.38,7.45,-2.17,2,19.2,,-12.4,,1,30.7,17.3,eor
1580,1886-04-15T00:00:00Z,18860401,18860430,1,4.1,10.4,17.23,5.06,1.94,26.2,,0.8,,1,12.6,5.2,eor
1580,1886-05-15T00:00:00Z,18860501,18860531,1,4.08,14.21,21.15,8.16,1.8,33,,-0.2,,1,53.7,12.9,eor
1580,1886-06-15T00:00:00Z,18860601,18860630,1,6.15,15.58,21.13,11.5,1.82,29.4,,6,,1,111.7,24.1,eor
1580,1886-07-15T00:00:00Z,18860701,18860731,1,3.87,18.22,25.32,12.48,1.43,33.9,,6.7,,1,31.4,8.3,eor
1580,1886-08-15T00:00:00Z,18860801,18860831,1,3.56,18.48,25.48,12.99,1.66,32.5,,6.7,,,,,eor
1580,1886-09-15T00:00:00Z,18860901,18860930,5,,16.8,23.8,11.3,,,,,,,,,eor
1580,1886-10-15T00:00:00Z,18861001,18861031,1,4.58,10.92,15.74,6.97,1.44,24.9,,0.5,,1,54.1,17.5,eor
1580,1886-11-15T00:00:00Z,18861101,18861130,1,6.48,6.27,8.63,3.48,1.71,12.1,,-2.7,,1,28.4,8,eor
1580,1886-12-15T00:00:00Z,18861201,18861231,1,6.7,2.43,4.62,-0.31,2.37,11.4,,-8.7,,1,83,13.7,eor
1580,1887-01-15T00:00:00Z,18870101,18870131,1,7.04,-2.45,-0.54,-4.7,1.66,4.9,,-9.7,,1,8,2.5,eor
1580,1887-02-15T00:00:00Z,18870201,18870228,1,4.74,0.64,4.28,-2.6,1.84,11.6,,-11.1,,1,10.5,3,eor
1580,1887-03-15T00:00:00Z,18870301,18870331,1,5.12,2.41,6.82,-1.28,1.96,12.6,,-8.9,,1,45.1,10.2,eor
1580,1887-04-15T00:00:00Z,18870401,18870430,1,3.7,9.1,15.18,2.73,1.63,23,,-2.7,,1,27,13,eor
1580,1887-05-15T00:00:00Z,18870501,18870531,1,5.65,11.74,16.93,7,2.08,24.7,,1,,1,84.3,16.1,eor
1580,1887-06-15T00:00:00Z,18870601,18870630,1,3.12,18.1,24.45,11.72,2.24,31.1,,7.1,,1,22.1,12.2,eor
1580,1887-07-15T00:00:00Z,18870701,18870731,1,3.43,20.71,28.33,14.38,1.78,35.6,,5.6,,1,49.5,19,eor
1580,1887-08-15T00:00:00Z,18870801,18870831,1,3.35,17.38,24.81,10.7,1.55,33.5,,4.6,,1,43,9.7,eor
1580,1887-09-15T00:00:00Z,18870901,18870930,1,4.85,12.64,19.23,7.81,1.42,24.1,,-0.9,,1,37.9,11.1,eor
1580,1887-10-15T00:00:00Z,18871001,18871031,1,5.84,6.2,10.27,3.12,1.57,15.3,,-7.2,,1,37,6.2,eor
1580,1887-11-15T00:00:00Z,18871101,18871130,1,6.25,3.9,6.71,0.82,1.36,13.5,,-11.5,,1,30.6,23.4,eor
1580,1887-12-15T00:00:00Z,18871201,18871231,1,6.67,0.65,3.04,-2.32,2.12,12.8,,-13.8,,1,52,7.4,eor
1580,1888-01-15T00:00:00Z,18880101,18880131,1,5.87,-0.82,2.08,-3.76,1.58,8.1,,-18,,1,15.7,6.2,eor
1580,1888-02-15T00:00:00Z,18880201,18880229,1,5.87,0.23,3.71,-3.01,2.15,8.9,,-17.2,,1,19.3,5.2,eor
1580,1888-03-15T00:00:00Z,18880301,18880331,1,6.72,3.5,7.73,-0.08,2.73,16.6,,-10.7,,1,91.6,11.6,eor
1580,1888-04-15T00:00:00Z,18880401,18880430,1,5.46,7.98,13.73,3.14,2.15,22.1,,-2.7,,1,20.6,9.1,eor
1580,1888-05-15T00:00:00Z,18880501,18880531,1,3.83,14.01,21.02,7.26,2.23,32.1,,1.6,,1,21.3,12.9,eor
1580,1888-06-15T00:00:00Z,18880601,18880630,1,5.19,17.4,24.39,11.6,1.91,34.3,,5.2,,1,119.1,29,eor
1580,1888-07-15T00:00:00Z,18880701,18880731,1,6.23,15.67,21.55,11.3,2.32,30,,5.1,,1,86.8,14.5,eor
1580,1888-08-15T00:00:00Z,18880801,18880831,1,4.61,16.3,23.22,11.02,2.18,31.6,,5.3,,1,26.3,7.5,eor
1580,1888-09-15T00:00:00Z,18880901,18880930,1,3.36,13.76,21.72,8.13,1.61,26.9,,4.5,,1,18.9,9,eor
1580,1888-10-15T00:00:00Z,18881001,18881031,1,5.78,7,13.02,2.65,1.7,20.2,,-2.7,,1,46.3,21.2,eor
1580,1888-11-15T00:00:00Z,18881101,18881130,1,6.32,5.4,8.98,2.56,3.11,17.2,,-5.6,,1,16.8,4.3,eor
1580,1888-12-15T00:00:00Z,18881201,18881231,1,6.17,0.28,3.67,-2.18,1.65,10.6,,-7.9,,1,8.1,3.5,eor
1580,1889-01-15T00:00:00Z,18890101,18890131,1,5.83,-0.94,2.35,-3.97,1.73,8.5,,-10.8,,1,5.6,1.5,eor
1580,1889-02-15T00:00:00Z,18890201,18890228,1,6.49,-0.67,3.23,-4.48,3.06,13,,-20.4,,1,45.9,9.7,eor
1580,1889-03-15T00:00:00Z,18890301,18890331,1,6.18,3.23,7.74,-0.92,2.61,14.1,,-10.8,,1,34.3,8.9,eor
1580,1889-04-15T00:00:00Z,18890401,18890430,1,6.15,9.14,14.08,4.35,2.21,21.7,,-0.8,,1,18.4,4.2,eor
1580,1889-05-15T00:00:00Z,18890501,18890531,1,5.13,17.6,24.16,10.8,2.09,31.1,,4.7,,1,48.8,28,eor
1580,1889-06-15T00:00:00Z,18890601,18890630,1,4.51,20.33,27.15,14.24,2.44,33.1,,10.9,,1,70.1,20,eor
1580,1889-07-15T00:00:00Z,18890701,18890731,1,5.3,18.22,24.03,13.02,2.55,32.2,,8.1,,1,73.9,18.1,eor
1580,1889-08-15T00:00:00Z,18890801,18890831,1,4.28,16.97,23.6,11.42,2.61,30.9,,6.4,,1,31.4,10.6,eor
1580,1889-09-15T00:00:00Z,18890901,18890930,1,4.67,12.85,19.3,7.75,2.39,29.6,,-0.5,,1,26.5,6.6,eor
1580,1889-10-15T00:00:00Z,18891001,18891031,1,5.67,8.72,13.87,4.47,1.58,19.6,,0.8,,1,43.2,8.4,eor
1580,1889-11-15T00:00:00Z,18891101,18891130,1,6.53,3.43,5.98,0.65,1.64,15.2,,-3.9,,1,20,8.3,eor
1580,1889-12-15T00:00:00Z,18891201,18891231,1,7.34,-0.82,1.4,-3.59,1.53,8.4,,-13.9,,,,,eor
1580,1890-01-15T00:00:00Z,18900101,18900131,5,,2.5,6,-3.5,,,,,,,,,eor
1580,1890-02-15T00:00:00Z,18900201,18900228,1,4.86,-0.18,3.25,-3.45,2.28,8.5,,-7.3,,1,1.1,1,eor
1580,1890-03-15T00:00:00Z,18900301,18900331,1,5.46,6.06,10.91,1.02,2.31,24.5,,-11,,1,,12.4,eor
1580,1890-04-15T00:00:00Z,18900401,18900430,5,,7.9,14.5,3.2,,,,,,,,,eor
1580,1890-05-15T00:00:00Z,18900501,18900531,5,,14.8,21.6,9.6,,,,,,,,,eor
1580,1890-06-15T00:00:00Z,18900601,18900630,5,,15.2,22.4,9.6,,,,,,,,,eor
1580,1890-07-15T00:00:00Z,18900701,18900731,5,,16.1,22.4,11.7,,,,,,,,,eor
1580,1890-08-15T00:00:00Z,18900801,18900831,5,,17.1,23.5,13,,,,,,,,,eor
1580,1890-09-15T00:00:00Z,18900901,18900930,5,,14.3,21.4,9.4,,,,,,,,,eor
1580,1890-10-15T00:00:00Z,18901001,18901031,5,,8.2,13.9,4.2,,,,,,,,,eor
1580,1890-11-15T00:00:00Z,18901101,18901130,5,,4.2,7.5,1.7,,,,,,,,,eor
1580,1890-12-15T00:00:00Z,18901201,18901231,5,,-3.9,-0.6,-6.6,,,,,,,,,eor
1580,1891-01-15T00:00:00Z,18910101,18910131,5,,-2.9,0.2,-7,,,,,,5,20,,eor
1580,1891-02-15T00:00:00Z,18910201,18910228,5,,1.6,5.9,-2.2,,,,,,5,2,,eor
1580,1891-03-15T00:00:00Z,18910301,18910331,5,,5.2,9.3,1.2,,,,,,5,43,,eor
1580,1891-04-15T00:00:00Z,18910401,18910430,5,,8,12.7,3,,,,,,5,35,,eor
1580,1891-05-15T00:00:00Z,18910501,18910531,5,,14.3,20,9.1,,,,,,5,45,,eor
1580,1891-06-15T00:00:00Z,18910601,18910630,5,,16.9,22.7,11.8,,,,,,5,140,,eor
1580,1891-07-15T00:00:00Z,18910701,18910731,5,,17.4,23.5,12.7,,,,,,5,60,,eor
1580,1891-08-15T00:00:00Z,18910801,18910831,5,,16.1,22.6,11.1,,,,,,5,27,,eor
1580,1891-09-15T00:00:00Z,18910901,18910930,5,,14.8,22,9.3,,,,,,5,35,,eor
1580,1891-10-15T00:00:00Z,18911001,18911031,5,,11.1,16.5,6.9,,,,,,5,45,,eor
1580,1891-11-15T00:00:00Z,18911101,18911130,5,,3.5,6.5,0.5,,,,,,5,50,,eor
1580,1891-12-15T00:00:00Z,18911201,18911231,5,,2.7,5.5,-0.6,,,,,,5,60,,eor
1580,1892-01-15T00:00:00Z,18920101,18920131,5,,0,2.6,-3.4,,,,,,5,33,,eor
1580,1892-02-15T00:00:00Z,18920201,18920229,5,,2.3,5.8,-1.4,,,,,,5,40,,eor
1580,1892-03-15T00:00:00Z,18920301,18920331,5,,2.8,8.8,-2.6,,,,,,5,25,,eor
1580,1892-04-15T00:00:00Z,18920401,18920430,5,,9.6,16.1,2.9,,,,,,5,8,,eor
1580,1892-05-15T00:00:00Z,18920501,18920531,5,,14.6,21.2,7.6,,,,,,5,28,,eor
1580,1892-06-15T00:00:00Z,18920601,18920630,5,,16.6,23,10.8,,,,,,5,48,,eor
1580,1892-07-15T00:00:00Z,18920701,18920731,5,,17.5,24.4,11.1,,,,,,5,28,,eor
1580,1892-08-15T00:00:00Z,18920801,18920831,5,,19.7,26.9,13.1,,,,,,5,11,,eor
1580,1892-09-15T00:00:00Z,18920901,18920930,5,,14.6,20.9,9.5,,,,,,5,38,,eor
1580,1892-10-15T00:00:00Z,18921001,18921031,5,,7.6,12.1,3.9,,,,,,5,68,,eor
1580,1892-11-15T00:00:00Z,18921101,18921130,5,,4.7,7.1,2.7,,,,,,5,13,,eor
1580,1892-12-15T00:00:00Z,18921201,18921231,5,,-1.2,1.7,-4.5,,,,,,5,28,,eor
1580,1893-01-15T00:00:00Z,18930101,18930131,5,,-5.1,-1.4,-8.9,,,,,,5,32,,eor
1580,1893-02-15T00:00:00Z,18930201,18930228,5,,3.9,7.3,1,,,,,,5,72,,eor
1580,1893-03-15T00:00:00Z,18930301,18930331,5,,7,13,1.2,,,,,,5,14,,eor
1580,1893-04-15T00:00:00Z,18930401,18930430,5,,12.5,20.3,3.6,,,,,,5,0,,eor
1580,1893-05-15T00:00:00Z,18930501,18930531,5,,14.9,21,8.3,,,,,,5,12,,eor
1580,1893-06-15T00:00:00Z,18930601,18930630,5,,18.5,25.2,11.2,,,,,,5,31,,eor
1580,1893-07-15T00:00:00Z,18930701,18930731,5,,19.5,25.4,13.3,,,,,,5,79,,eor
1580,1893-08-15T00:00:00Z,18930801,18930831,5,,19,26,12.6,,,,,,5,47,,eor
1580,1893-09-15T00:00:00Z,18930901,18930930,5,,13.7,19.8,9,,,,,,5,49,,eor
1580,1893-10-15T00:00:00Z,18931001,18931031,5,,10.8,15.4,7.3,,,,,,5,82,,eor
1580,1893-11-15T00:00:00Z,18931101,18931130,5,,3.1,6.3,0,,,,,,5,43,,eor
1580,1893-12-15T00:00:00Z,18931201,18931231,5,,1,3.7,-1.5,,,,,,5,36,,eor
1580,1894-01-15T00:00:00Z,18940101,18940131,5,,-0.8,1.9,-5.7,,,,,,5,19,,eor
1580,1894-02-15T00:00:00Z,18940201,18940228,5,,3.6,7.2,0.1,,,,,,5,30,,eor
1580,1894-03-15T00:00:00Z,18940301,18940331,5,,6.6,12,1.4,,,,,,5,25,,eor
1580,1894-04-15T00:00:00Z,18940401,18940430,5,,12.4,19.1,6.1,,,,,,5,42,,eor
1580,1894-05-15T00:00:00Z,18940501,18940531,5,,13,18.6,7.4,,,,,,5,36,,eor
1580,1894-06-15T00:00:00Z,18940601,18940630,5,,16.4,22,10,,,,,,5,32,,eor
1580,1894-07-15T00:00:00Z,18940701,18940731,5,,19.4,25.8,13.3,,,,,,5,53,,eor
1580,1894-08-15T00:00:00Z,18940801,18940831,5,,16.9,23,12.2,,,,,,5,55,,eor
1580,1894-09-15T00:00:00Z,18940901,18940930,5,,12.7,18.4,8.1,,,,,,5,37,,eor
1580,1894-10-15T00:00:00Z,18941001,18941031,5,,9.3,12.6,6.5,,,,,,5,92,,eor
1580,1894-11-15T00:00:00Z,18941101,18941130,5,,5.8,8.8,2.7,,,,,,5,29,,eor
1580,1894-12-15T00:00:00Z,18941201,18941231,5,,1.6,4.1,-1.1,,,,,,5,27,,eor
1580,1895-01-15T00:00:00Z,18950101,18950131,5,,-2.7,0.2,-6.3,,,,,,5,44,,eor
1580,1895-02-15T00:00:00Z,18950201,18950228,5,,-5,-0.4,-9.9,,,,,,5,18,,eor
1580,1895-03-15T00:00:00Z,18950301,18950331,5,,3.7,8.5,-0.6,,,,,,5,35,,eor
1580,1895-04-15T00:00:00Z,18950401,18950430,5,,10.8,17,4.5,,,,,,5,34,,eor
1580,1895-05-15T00:00:00Z,18950501,18950531,5,,14.3,20.1,8,,,,,,5,35,,eor
1580,1895-06-15T00:00:00Z,18950601,18950630,5,,17.9,24,11.1,,,,,,5,42,,eor
1580,1895-07-15T00:00:00Z,18950701,18950731,5,,18.6,24.8,12.4,,,,,,5,24,,eor
1580,1895-08-15T00:00:00Z,18950801,18950831,5,,18.2,25,11.8,,,,,,5,20,,eor
1580,1895-09-15T00:00:00Z,18950901,18950930,5,,17.4,26.7,9.8,,,,,,5,2,,eor
1580,1895-10-15T00:00:00Z,18951001,18951031,5,,8,13.1,3.6,,,,,,5,68,,eor
1580,1895-11-15T00:00:00Z,18951101,18951130,5,,6.3,9,2.8,,,,,,5,46,,eor
1580,1895-12-15T00:00:00Z,18951201,18951231,5,,1.6,3.7,-1.4,,,,,,5,79,,eor
1580,1896-01-15T00:00:00Z,18960101,18960131,5,,1,3,-1.3,,,,,,5,40,,eor
1580,1896-02-15T00:00:00Z,18960201,18960229,5,,1.2,4.7,-2.3,,,,,,5,4,,eor
1580,1896-03-15T00:00:00Z,18960301,18960331,5,,7.8,12.6,2.9,,,,,,5,44,,eor
1580,1896-04-15T00:00:00Z,18960401,18960430,5,,8.2,12.5,4.1,,,,,,5,41,,eor
1580,1896-05-15T00:00:00Z,18960501,18960531,5,,13.7,19.2,6.7,,,,,,5,3,,eor
1580,1896-06-15T00:00:00Z,18960601,18960630,5,,18.3,24.7,12.5,,,,,,5,40,,eor
1580,1896-07-15T00:00:00Z,18960701,18960731,5,,18.3,24.6,12.6,,,,,,5,80,,eor
1580,1896-08-15T00:00:00Z,18960801,18960831,5,,15.8,21.4,11.1,,,,,,5,58,,eor
1580,1896-09-15T00:00:00Z,18960901,18960930,5,,14.2,19.4,9.5,,,,,,5,84,,eor
1580,1896-10-15T00:00:00Z,18961001,18961031,5,,9.3,13.6,5.4,,,,,,5,55,,eor
1580,1896-11-15T00:00:00Z,18961101,18961130,5,,3.1,6.1,0.3,,,,,,5,29,,eor
1580,1896-12-15T00:00:00Z,18961201,18961231,5,,0.5,2.6,-1.5,,,,,,5,29,,eor
1580,1897-01-15T00:00:00Z,18970101,18970131,5,,-1.1,0.8,-3,,,,,,5,15,,eor
1580,1897-02-15T00:00:00Z,18970201,18970228,5,,3.8,8,0.1,,,,,,5,38,,eor
1580,1897-03-15T00:00:00Z,18970301,18970331,5,,7.2,11.6,3.4,,,,,,5,45,,eor
1580,1897-04-15T00:00:00Z,18970401,18970430,5,,9.1,14.8,3.7,,,,,,5,54,,eor
1580,1897-05-15T00:00:00Z,18970501,18970531,5,,12.7,18.6,7.3,,,,,,5,45,,eor
1580,1897-06-15T00:00:00Z,18970601,18970630,5,,18.7,25,12.6,,,,,,5,80,,eor
1580,1897-07-15T00:00:00Z,18970701,18970731,5,,18.6,24.8,13.4,,,,,,5,32,,eor
1580,1897-08-15T00:00:00Z,18970801,18970831,5,,18.1,24.7,13,,,,,,5,57,,eor
1580,1897-09-15T00:00:00Z,18970901,18970930,5,,13.4,18.2,10,,,,,,5,47,,eor
1580,1897-10-15T00:00:00Z,18971001,18971031,5,,8.7,13.7,5.1,,,,,,5,4,,eor
1580,1897-11-15T00:00:00Z,18971101,18971130,5,,2.9,6.6,-0.6,,,,,,5,11,,eor
1580,1897-12-15T00:00:00Z,18971201,18971231,5,,1.3,3.6,-0.9,,,,,,5,42,,eor
1580,1898-01-15T00:00:00Z,18980101,18980131,5,,2,4.3,-0.4,,,,,,5,13,,eor
1580,1898-02-15T00:00:00Z,18980201,18980228,5,,3.2,6.2,0.5,,,,,,5,42,,eor
1580,1898-03-15T00:00:00Z,18980301,18980331,5,,4.9,9,1.1,,,,,,5,24,,eor
1580,1898-04-15T00:00:00Z,18980401,18980430,5,,9.9,15.3,4.6,,,,,,5,58,,eor
1580,1898-05-15T00:00:00Z,18980501,18980531,5,,12.6,17.6,7.9,,,,,,5,79,,eor
1580,1898-06-15T00:00:00Z,18980601,18980630,5,,16.5,22.9,11,,,,,,5,104,,eor
1580,1898-07-15T00:00:00Z,18980701,18980731,5,,16.5,22.1,11.3,,,,,,5,77,,eor
1580,1898-08-15T00:00:00Z,18980801,18980831,5,,19.4,27.1,13.3,,,,,,5,26,,eor
1580,1898-09-15T00:00:00Z,18980901,18980930,5,,14.8,22.8,8.5,,,,,,5,6,,eor
1580,1898-10-15T00:00:00Z,18981001,18981031,5,,10.7,14.6,7.4,,,,,,5,90,,eor
1580,1898-11-15T00:00:00Z,18981101,18981130,5,,5.1,8,2.4,,,,,,5,14,,eor
1580,1898-12-15T00:00:00Z,18981201,18981231,5,,4.3,6.4,1.8,,,,,,5,12,,eor
1580,1899-01-15T00:00:00Z,18990101,18990131,5,,3.6,6.4,0.7,,,,,,5,54,,eor
1580,1899-02-15T00:00:00Z,18990201,18990228,5,,3.1,8.4,-1.1,,,,,,5,17,,eor
1580,1899-03-15T00:00:00Z,18990301,18990331,5,,4.5,10.9,-0.6,,,,,,5,14,,eor
1580,1899-04-15T00:00:00Z,18990401,18990430,5,,9.2,14.6,4.7,,,,,,5,53,,eor
1580,1899-05-15T00:00:00Z,18990501,18990531,5,,13,19.3,1.5,,,,,,5,19,,eor
1580,1899-06-15T00:00:00Z,18990601,18990630,5,,17.2,23.5,11,,,,,,5,53,,eor
1580,1899-07-15T00:00:00Z,18990701,18990731,5,,18.7,25.3,13.1,,,,,,5,37,,eor
1580,1899-08-15T00:00:00Z,18990801,18990831,5,,19.1,27.2,12.7,,,,,,5,34,,eor
1580,1899-09-15T00:00:00Z,18990901,18990930,5,,13.8,19.1,10,,,,,,5,88,,eor
1580,1899-10-15T00:00:00Z,18991001,18991031,5,,7.9,14.4,2.6,,,,,,5,21,,eor
1580,1899-11-15T00:00:00Z,18991101,18991130,5,,7.2,10.5,4.1,,,,,,5,10,,eor
1580,1899-12-15T00:00:00Z,18991201,18991231,5,,-1.2,1,-4,,,,,,5,43,,eor
1580,1900-01-15T00:00:00Z,19000101,19000131,5,,2.7,4.6,0.9,,,,,,5,85,,eor
1580,1900-02-15T00:00:00Z,19000201,19000228,5,,3.3,6.8,0.1,,,,,,5,51,,eor
1580,1900-03-15T00:00:00Z,19000301,19000331,5,,2.8,7.8,-1,,,,,,5,26,,eor
1580,1900-04-15T00:00:00Z,19000401,19000430,5,,9.2,14.8,3.6,,,,,,5,13,,eor
1580,1900-05-15T00:00:00Z,19000501,19000531,5,,12.9,18.6,7,,,,,,5,32,,eor
1580,1900-06-15T00:00:00Z,19000601,19000630,5,,17.7,24.2,12,,,,,,5,58,,eor
1580,1900-07-15T00:00:00Z,19000701,19000731,5,,20.2,26.9,14.5,,,,,,5,39,,eor
1580,1900-08-15T00:00:00Z,19000801,19000831,5,,17.3,23.7,12.6,,,,,,5,47,,eor
1580,1900-09-15T00:00:00Z,19000901,19000930,5,,14.4,21.8,8.9,,,,,,5,29,,eor
1580,1900-10-15T00:00:00Z,19001001,19001031,5,,9.2,14.5,5.1,,,,,,5,61,,eor
1580,1900-11-15T00:00:00Z,19001101,19001130,5,,5.6,7.8,3.5,,,,,,5,32,,eor
1580,1900-12-15T00:00:00Z,19001201,19001231,5,,3.6,5.8,1.5,,,,,,5,58,,eor
1580,1901-01-15T00:00:00Z,19010101,19010131,5,,-2.4,1.2,-5.9,,,,,,5,18,,eor
1580,1901-02-15T00:00:00Z,19010201,19010228,5,,-2.3,2,-6.5,,,,,,5,21,,eor
1580,1901-03-15T00:00:00Z,19010301,19010331,5,,4.4,8.2,0.9,,,,,,5,39,,eor
1580,1901-04-15T00:00:00Z,19010401,19010430,5,,10.1,15.6,5,,,,,,5,43,,eor
1580,1901-05-15T00:00:00Z,19010501,19010531,5,,15.1,21.9,8.1,,,,,,5,21,,eor
1580,1901-06-15T00:00:00Z,19010601,19010630,5,,17.6,24.4,11.2,,,,,,5,45,,eor
1580,1901-07-15T00:00:00Z,19010701,19010731,5,,19.9,26.9,13.8,,,,,,5,34,,eor
1580,1901-08-15T00:00:00Z,19010801,19010831,5,,17.7,24.3,12.4,,,,,,5,80,,eor
1580,1901-09-15T00:00:00Z,19010901,19010930,5,,14.3,19.6,10.3,,,,,,5,101,,eor
1580,1901-10-15T00:00:00Z,19011001,19011031,5,,9.7,14.1,6.2,,,,,,5,82,,eor
1580,1901-11-15T00:00:00Z,19011101,19011130,5,,3.8,7.3,0.7,,,,,,5,18,,eor
1580,1901-12-15T00:00:00Z,19011201,19011231,5,,2.6,4.6,0.5,,,,,,5,33,,eor
1580,1902-01-15T00:00:00Z,19020101,19020131,5,,4.3,6.6,1.5,,,,,,5,20,,eor
1580,1902-02-15T00:00:00Z,19020201,19020228,5,,1.1,4.3,-2,,,,,,5,41,,eor
1580,1902-03-15T00:00:00Z,19020301,19020331,5,,5.8,11,1.7,,,,,,5,48,,eor
1580,1902-04-15T00:00:00Z,19020401,19020430,5,,10.9,16.5,6.1,,,,,,5,26,,eor
1580,1902-05-15T00:00:00Z,19020501,19020531,5,,10.6,16.3,5.1,,,,,,5,35,,eor
1580,1902-06-15T00:00:00Z,19020601,19020630,5,,17.4,23.6,10.8,,,,,,5,23,,eor
1580,1902-07-15T00:00:00Z,19020701,19020731,5,,18.3,25,12,,,,,,5,29,,eor
1580,1902-08-15T00:00:00Z,19020801,19020831,5,,16.7,22.7,11.5,,,,,,5,62,,eor
1580,1902-09-15T00:00:00Z,19020901,19020930,5,,14.1,20,9.1,,,,,,5,27,,eor
1580,1902-10-15T00:00:00Z,19021001,19021031,5,,8.1,12.5,4.5,,,,,,5,32,,eor
1580,1902-11-15T00:00:00Z,19021101,19021130,5,,2.7,5.4,-0.2,,,,,,5,16,,eor
1580,1902-12-15T00:00:00Z,19021201,19021231,5,,-0.4,2.6,-3.3,,,,,,5,59,,eor
1580,1903-01-15T00:00:00Z,19030101,19030131,5,,1.3,4.5,-2.1,,,,,,5,26,,eor
1580,1903-02-15T00:00:00Z,19030201,19030228,5,,5,9,1.1,,,,,,5,22,,eor
1580,1903-03-15T00:00:00Z,19030301,19030331,5,,7.1,12.8,2,,,,,,5,24,,eor
1580,1903-04-15T00:00:00Z,19030401,19030430,5,,6.1,10.3,2.1,,,,,,5,62,,eor
1580,1903-05-15T00:00:00Z,19030501,19030531,5,,14.1,20.6,7.8,,,,,,5,33,,eor
1580,1903-06-15T00:00:00Z,19030601,19030630,5,,16.7,22.6,10.5,,,,,,5,79,,eor
1580,1903-07-15T00:00:00Z,19030701,19030731,5,,17.7,23.9,12.4,,,,,,5,61,,eor
1580,1903-08-15T00:00:00Z,19030801,19030831,5,,17,23.2,12,,,,,,5,60,,eor
1580,1903-09-15T00:00:00Z,19030901,19030930,5,,14.8,20.9,9.7,,,,,,5,34,,eor
1580,1903-10-15T00:00:00Z,19031001,19031031,5,,10.9,15.1,6.9,,,,,,5,39,,eor
1580,1903-11-15T00:00:00Z,19031101,19031130,5,,6,8.4,3.5,,,,,,5,51,,eor
1580,1903-12-15T00:00:00Z,19031201,19031231,5,,0.6,2.3,-1.3,,,,,,5,17,,eor
1580,1904-01-15T00:00:00Z,19040101,19040131,5,,-0.8,1.3,-3.2,,,,,,5,30,,eor
1580,1904-02-15T00:00:00Z,19040201,19040229,5,,3,5.8,0.7,,,,,,5,45,,eor
